id,_kf_producao,datafusao,ordenacao,_kf_fichatecnica,caixa,_kf_macho,processo,recurso,areia,peso,qtd_machos,qtd_machos_por,figuras,qtd_replicas,qtd_op,qtd_realizada,qtd_pendente,qtd_moldes,tempo_ciclo,tempo_total,not_before_date,deadline,datahoraprocess,_kf_statusintegration,statusintegrationid,status_create_date,dt,maquina,not_sequence,inicio,fim
30876,147046,2025-11-18,1,4690,4,385,coldboxsoprado,sopradora,Silica,1.0,1,peça,4,1,8,0,8,2,1,3,2025-11-12,2025-11-14,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-12 04:10:00,2025-11-12 04:12:00
30877,147046,2025-11-18,1,4690,20,2629,coldboxsoprado,sopradora,Silica,2.0,1,peça,3,1,8,0,6,2,1,3,2025-11-12,2025-11-14,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-12 04:22:00,2025-11-12 04:24:00
30922,147081,2025-11-18,2,4805,3,2692,coldboxsoprado,sopradora,Silica,3.0,1,peça,2,1,8,0,8,4,1,6,2025-11-12,2025-11-14,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-12 04:34:00,2025-11-12 04:38:00
30923,147081,2025-11-18,2,4805,4,2693,coldboxsoprado,sopradora,Silica,1.0,4,peça,4,1,8,0,32,8,1,11,2025-11-12,2025-11-14,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-12 04:48:00,2025-11-12 04:56:00
30929,147081,2025-11-18,2,4805,20,2629,coldboxsoprado,sopradora,Silica,2.0,2,peça,3,1,8,0,12,4,1,6,2025-11-12,2025-11-14,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-12 05:06:00,2025-11-12 05:10:00
30989,148504,2025-11-18,4,4822,1,2612,coldboxsoprado,sopradora,Silica,0.0,2,peça,6,1,12,0,24,4,1,6,2025-11-12,2025-11-14,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-12 05:20:00,2025-11-12 05:24:00
30990,148504,2025-11-18,4,4822,2,2574,coldboxsoprado,sopradora,Silica,0.0,2,peça,6,1,12,0,24,4,1,6,2025-11-12,2025-11-14,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-12 05:24:00,2025-11-12 05:28:00
30996,148508,2025-11-18,5,4823,1,2575,coldboxsoprado,sopradora,Silica,1.0,2,peça,2,1,10,0,20,10,1,14,2025-11-12,2025-11-14,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-12 05:38:00,2025-11-12 05:48:00
30997,148508,2025-11-18,5,4823,2,2576,coldboxsoprado,sopradora,Silica,1.0,1,peça,1,1,10,0,10,10,1,14,2025-11-12,2025-11-14,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-12 05:48:00,2025-11-12 05:58:00
30998,148508,2025-11-18,5,4823,3,2577,coldboxsoprado,sopradora,Silica,1.0,2,peça,4,1,10,0,20,5,1,7,2025-11-12,2025-11-14,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-12 06:08:00,2025-11-12 06:13:00
30843,147001,2025-11-18,11,4689,2,114,coldboxsoprado,sopradora,Silica,3.0,1,peça,2,1,8,0,8,4,1,6,2025-11-12,2025-11-14,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-12 06:13:00,2025-11-12 06:17:00
30845,147001,2025-11-18,11,4689,20,2629,coldboxsoprado,sopradora,Silica,2.0,1,peça,3,1,8,0,6,2,1,3,2025-11-12,2025-11-14,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-12 06:17:00,2025-11-12 06:19:00
30879,147047,2025-11-18,11,4690,2,114,coldboxsoprado,sopradora,Silica,3.0,1,peça,2,1,8,0,8,4,1,6,2025-11-12,2025-11-14,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-12 06:19:00,2025-11-12 06:23:00
30881,147047,2025-11-18,11,4690,4,385,coldboxsoprado,sopradora,Silica,1.0,1,peça,4,1,8,0,8,2,1,3,2025-11-12,2025-11-14,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-12 06:23:00,2025-11-12 06:25:00
30882,147047,2025-11-18,11,4690,20,2629,coldboxsoprado,sopradora,Silica,2.0,1,peça,3,1,8,0,6,2,1,3,2025-11-12,2025-11-14,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-12 06:35:00,2025-11-12 06:37:00
30801,146558,2025-11-18,13,4758,20,2629,coldboxsoprado,sopradora,Silica,2.0,2,peça,3,1,14,0,21,7,1,10,2025-11-12,2025-11-14,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-12 06:37:00,2025-11-12 06:44:00
30819,146969,2025-11-18,14,4292,1,1755,coldboxsoprado,sopradora,Silica,12.0,1,peça,1,1,72,0,72,72,1,102,2025-11-12,2025-11-14,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-12 07:14:00,2025-11-12 08:26:00
30950,147131,2025-11-18,15,5135,6,840,coldboxsoprado,sopradora,Silica,2.0,1,peça,4,1,16,0,16,4,1,6,2025-11-12,2025-11-14,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-12 08:56:00,2025-11-12 09:00:00
30951,147131,2025-11-18,15,5135,7,841,coldboxsoprado,sopradora,Silica,1.0,1,peça,4,1,16,0,16,4,1,6,2025-11-12,2025-11-14,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-12 09:45:00,2025-11-12 09:49:00
30952,147131,2025-11-18,15,5135,20,2629,coldboxsoprado,sopradora,Silica,2.0,2,peça,3,1,16,0,24,8,1,11,2025-11-12,2025-11-14,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-12 09:59:00,2025-11-12 10:07:00
